ID,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1147,Audi,Q3 35 TDI quattro Premium Plus,2900000,2018,35000,Diesel,Automatic,Pune,White,First,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
1365,Hyundai,Santa Fe 2WD AT [2014-2017],1175000,2014,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD,4690.0,1880.0,1690.0,7.0,64.0
666,BMW,X3 xDrive 20d Luxury Line [2018-2020],6200000,2021,39000,Diesel,Automatic,Ahmedabad,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
127,Ford,Endeavour Titanium 2.0 4x2 AT,3800000,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903.0,1869.0,1837.0,7.0,80.0
1451,Mercedes-Benz,CLA 200 Petrol Sport,1975000,2015,19000,Petrol,Automatic,Pune,White,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630.0,1777.0,1432.0,5.0,
1811,Maruti Suzuki,Baleno Delta 1.2,715000,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
1476,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3090000,2017,52000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
1445,Maruti Suzuki,Swift VDi,409999,2015,112000,Diesel,Manual,Gurgaon,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
465,Hyundai,Creta 1.6 SX Plus AT,925000,2016,66000,Diesel,Automatic,Raipur,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
1116,Kia,Seltos HTK Plus 1.5 Diesel,1650000,2021,12000,Diesel,Manual,Raipur,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1637.0,5.0,50.0
959,Audi,Q5 2.0 TDI quattro Premium Plus,1490000,2012,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629.0,1898.0,1653.0,5.0,75.0
1089,Tata,Tiago Revotron XZ,449000,2018,53512,Petrol,Manual,Hyderabad,Orange,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
778,Land Rover,Discovery Sport HSE Luxury 7-Seater,6900000,2020,32368,Diesel,Automatic,Chennai,White,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
74,Hyundai,Grand i10 NIOS Magna 1.2 Kappa VTVT,590000,2020,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0
1139,Nissan,Sunny XV Diesel,325000,2013,51000,Diesel,Manual,Zirakpur,Grey,First,Individual,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425.0,1695.0,1505.0,5.0,41.0
1198,Honda,City SV Diesel,550000,2014,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
1759,Isuzu,MU-X 4x2,2100000,2018,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD,4825.0,1860.0,1840.0,7.0,65.0
467,Maruti Suzuki,Swift DZire VDI,175000,2008,65000,Diesel,Manual,Jamshedpur,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
1407,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],1875000,2021,21000,Diesel,Automatic,Delhi,Grey,First,Individual,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
646,Maruti Suzuki,Vitara Brezza VDi AGS,894999,2019,46000,Diesel,Automatic,Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
1693,Renault,Duster 85 PS RXS 4X2 MT Diesel,960000,2018,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
1979,Honda,City ZX Diesel,1450000,2022,2500,Diesel,Manual,Ludhiana,White,First,Individual,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4549.0,1748.0,1489.0,5.0,40.0
524,Volvo,S90 Momentum D4 [2018-2020],4175000,2018,20000,Diesel,Automatic,Delhi,White,First,Individual,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963.0,1879.0,1443.0,5.0,55.0
1666,Maruti Suzuki,Ertiga VDi,459999,2013,77000,Diesel,Manual,Ludhiana,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
1497,Audi,Q7 45 TDI Premium Plus,4900000,2018,78000,Diesel,Automatic,Chandigarh,Black,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
938,Hyundai,Creta SX 1.5 Diesel [2020-2022],1650000,2020,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
230,Mercedes-Benz,GLE 350 d,5000000,2016,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
418,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],409999,2014,55000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
561,Mercedes-Benz,C-Class 200 CGI,1300000,2012,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0
549,Tata,Tigor EV XZ Plus,1275000,2021,18000,Electric,Automatic,Hyderabad,Grey,First,Individual,,,,FWD,3993.0,1677.0,1532.0,5.0,
1361,Honda,Jazz V AT Petrol,595000,2016,80000,Petrol,Automatic,Delhi,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
1270,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
1360,Maruti Suzuki,XL6 Zeta MT Petrol,1245000,2021,7239,Petrol,Manual,Udupi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445.0,1775.0,1700.0,6.0,45.0
1570,Mahindra,Xylo D4,325000,2012,70000,Diesel,Manual,Patna,White,Third,Individual,2489 cc,95@3600,220@1400,,4520.0,1850.0,1895.0,8.0,55.0
651,Honda,Amaze VX CVT 1.2 Petrol,869000,2021,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0
1662,Mercedes-Benz,E-Class E 220d Expression [2019-2019],4500000,2019,72000,Diesel,Automatic,Pune,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
1669,Maruti Suzuki,Vitara Brezza VDi,865000,2018,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
967,Mahindra,Thar LX 4-STR Hard Top Diesel AT,1825000,2022,11000,Diesel,Automatic,Mumbai,Black,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
672,Maruti Suzuki,Baleno Zeta 1.2,825000,2021,8499,Petrol,Manual,Thane,Yellow,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
1632,Toyota,Corolla Altis GL Petrol,1075000,2016,70000,Petrol,Manual,Delhi,White,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0
1345,Maruti Suzuki,Ertiga VDi 1.3 Diesel,811000,2018,44153,Diesel,Manual,Patna,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0
780,Maruti Suzuki,Swift VDi,375000,2011,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
1902,Mercedes-Benz,E-Class E 200,2400000,2016,60000,Petrol,Automatic,Nashik,Black,Second,Individual,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4879.0,1854.0,1474.0,5.0,80.0
1984,Hyundai,i10 Sportz 1.2 AT Kappa2,335000,2013,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
261,Volkswagen,Polo GT TSI,944999,2017,41417,Petrol,Automatic,Bangalore,Grey,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
294,Honda,City VX CVT,775000,2016,42000,Petrol,Automatic,Mumbai,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
729,Jeep,Compass Limited Plus 2.0 Diesel 4x4 AT,2475000,2020,11293,Diesel,Automatic,Mumbai,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0
1580,Maruti Suzuki,Baleno Delta 1.3,550000,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
1359,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2799000,2019,69500,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
1305,Mahindra,Thar LX 4-STR Hard Top Diesel MT,1698999,2021,37500,Diesel,Manual,Dehradun,Brown,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
1272,Maruti Suzuki,Alto VXi,250000,2014,114000,Petrol,Manual,Aurangabad,White,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
159,Tata,Nexon EV XZ Plus,1485000,2020,10000,Electric,Automatic,Mumbai,Blue,First,Individual,,,,FWD,3993.0,1811.0,1606.0,5.0,
1366,Maruti Suzuki,Celerio VXi AMT,345000,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
657,Tata,Tiago Revotron XM (O) [2016-2019],400000,2018,91460,Petrol,Manual,Kanpur,Black,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
1654,Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,1050000,2021,5000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
702,Maruti Suzuki,DZire VXi AMT,625000,2017,58000,Petrol,Automatic,Chennai,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
918,Honda,Jazz SV Petrol,495000,2015,52000,Petrol,Manual,Noida,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
1940,Chevrolet,Cruze LTZ,320000,2011,75000,Diesel,Manual,Kanpur,Purple,Second,Individual,1991 cc,150@4000,327@2600,,4597.0,1788.0,1477.0,5.0,60.0
877,Ford,Ecosport Titanium 1.5L Ti-VCT,625000,2019,48422,Petrol,Manual,Kolkata,Blue,First,Individual,1497 cc,121 bhp @ 6500 rpm,150 Nm @ 4500 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
1694,Maruti Suzuki,Vitara Brezza ZDi Plus,790000,2017,50000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
14,Hyundai,Xcent SX CRDi,434999,2017,27000,Diesel,Manual,Kolkata,White,Second,Individual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0
984,Maruti Suzuki,Swift VDi,610000,2017,105000,Diesel,Manual,Pune,Silver,First,Corporate,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
1383,MG,Hector Plus Smart 1.5 DCT Petrol,1925000,2021,19000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0
468,Maruti Suzuki,Swift DZire VDI,500000,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
1696,Tata,Tigor EV XZ Plus,1250000,2021,3000,Electric,Automatic,Hyderabad,Green,First,Individual,,,,FWD,3993.0,1677.0,1532.0,5.0,
1809,Hyundai,Creta E Plus 1.4 CRDI,825000,2017,62000,Diesel,Manual,Dehradun,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
626,Audi,A4 35 TDI Technology,2400000,2017,59267,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
1544,Audi,Q3 35 TDI Premium + Sunroof,1950000,2016,84878,Diesel,Automatic,Nashik,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
1454,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],445000,2016,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
1271,Mahindra,TUV300 T6 Plus,630000,2015,115339,Diesel,Manual,Ahmedabad,White,Second,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
882,BMW,3-Series 320d Luxury Line,1689999,2015,82000,Diesel,Automatic,Delhi,White,Second,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
472,Skoda,Octavia 2.0 TDI L&K,1400000,2020,94182,Diesel,Automatic,Kanpur,Grey,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4670.0,1814.0,1476.0,5.0,50.0
762,Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],1925000,2022,9355,Petrol,Automatic,Mumbai,White,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
1503,Hyundai,Elite i20 Sportz 1.2,625000,2018,23000,Petrol,Manual,Delhi,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
950,Maruti Suzuki,Swift DZire ZDI,550000,2014,89000,Diesel,Manual,Chennai,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
891,Maruti Suzuki,Ciaz Alpha 1.4 AT,725000,2017,55000,Petrol,Automatic,Noida,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
291,Mahindra,Thar LX 4-STR Hard Top Petrol MT,1500000,2021,8000,Petrol,Manual,Agra,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
233,BMW,X1 sDrive20d xLine,2199000,2016,77000,Diesel,Automatic,Surat,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
749,Jaguar,XJ 3.0 Portfolio,5800000,2017,30000,Diesel,Automatic,Pune,White,First,Individual,2993 cc,225 bhp @ 4000 rpm,689 Nm @ 1800 rpm,RWD,5255.0,2105.0,1460.0,5.0,77.0
1323,Land Rover,Range Rover Velar 2.0 S Petrol 250,8900000,2020,88000,Petrol,Automatic,Mumbai,White,First,Individual,1997 cc,247 bhp @ 5500 rpm,365 Nm @ 1500 rpm,AWD,4797.0,2032.0,1665.0,5.0,
1762,Renault,Kwid RXL [2015-2019],305000,2018,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
1489,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,Individual,2494 cc,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD,4915.0,1820.0,1450.0,5.0,65.0
49,Hyundai,Santro XO eRLX - Euro III,178000,2007,85000,Petrol,Manual,Coimbatore,Silver,Second,Individual,1086 cc,63@5500,89@3000,,3565.0,1525.0,1590.0,5.0,35.0
794,Hyundai,Santa Fe 2WD AT [2014-2017],875000,2014,99000,Diesel,Automatic,Delhi,White,First,Corporate,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD,4690.0,1880.0,1690.0,7.0,64.0
1093,Nissan,Terrano XL D Plus,590000,2014,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0
1602,Hyundai,Elite i20 Magna 1.2 [2016-2017],585000,2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
1252,BMW,X5 xDrive 30d,4175000,2016,27011,Diesel,Automatic,Karnal,White,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
540,Land Rover,Evoque HSE Dynamic,2499000,2015,50623,Diesel,Automatic,Kolkata,Gold,Second,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4465.0,1900.0,1635.0,5.0,57.0
635,Skoda,Superb Elegance 1.8 TSI AT,795000,2014,53000,Petrol,Automatic,Delhi,White,Second,Individual,1798 cc,158 bhp @ 4500 rpm,250 Nm @ 1500 rpm,FWD,4838.0,1817.0,1482.0,5.0,60.0
937,Hyundai,Creta 1.6 SX Plus AT,890000,2016,88000,Diesel,Automatic,Ahmedabad,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
1656,Hyundai,Elite i20 Sportz 1.5 MT Diesel,825000,2021,43000,Diesel,Manual,Agra,White,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
531,Skoda,Rapid 1.6 MPI Active,880000,2018,47000,Petrol,Manual,Coimbatore,White,First,Individual,1598 cc,104 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
1090,Maruti Suzuki,Baleno Zeta 1.2,625000,2017,51145,Petrol,Manual,Nagpur,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
405,Tata,Nexon XT Diesel [2017-2019],860000,2018,82200,Diesel,Manual,Pune,Grey,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
1446,Tata,Punch Creative iRA Pack MT,890000,2022,7500,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3827.0,1742.0,1615.0,5.0,37.0
1590,Maruti Suzuki,Celerio VXi AMT,329000,2014,76116,Petrol,Automatic,Mumbai,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
1764,Tata,Harrier XZA Plus Dark Edition,1995000,2020,8000,Diesel,Automatic,Bhubaneswar,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
1435,BMW,5-Series 525d Luxury Plus,1600000,2013,70000,Diesel,Automatic,Mumbai,White,Second,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,
1070,Honda,City ZX CVT Petrol,1530000,2022,2000,Petrol,Automatic,Delhi,Grey,First,Individual,1498 cc,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,FWD,4549.0,1748.0,1489.0,5.0,40.0
596,Hyundai,Creta 1.6 S Plus AT,1375000,2017,70000,Diesel,Automatic,Bangalore,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
681,Mercedes-Benz,E-Class E 200,2400000,2016,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4879.0,1854.0,1474.0,5.0,80.0
1537,Mahindra,Scorpio VLX 4WD BS-III,580000,2011,117000,Diesel,Manual,Salem,White,Second,Individual,2179 cc,122@4000,290@1800,AWD,4430.0,1817.0,1975.0,7.0,60.0
106,Volkswagen,Polo 1.5 TDI,500000,2014,62000,Diesel,Manual,Hyderabad,Brown,First,Individual,1498 cc,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD,3987.0,1698.0,1483.0,5.0,45.0
844,Land Rover,Evoque Pure SD4,2150000,2012,95000,Diesel,Automatic,Coimbatore,White,First,Individual,2179 cc,190 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4355.0,2120.0,1635.0,5.0,57.0
251,Maruti Suzuki,Estilo LXi BS-IV,220000,2010,62000,Petrol,Manual,Bhopal,Brown,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1475.0,1595.0,5.0,35.0
1566,Ford,Ecosport Titanium+ 1.5L TDCi,745000,2017,82000,Diesel,Manual,Jaipur,White,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
1436,Honda,Amaze 1.5 S i-DTEC,425000,2014,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
395,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],380000,2015,55660,Petrol,Manual,Raipur,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
1250,Maruti Suzuki,Swift ZXi,800000,2022,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845.0,1735.0,1530.0,5.0,37.0
803,Hyundai,Xcent S 1.1 CRDi (O),390000,2014,81000,Diesel,Manual,Lucknow,White,First,Individual,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0
56,Tata,Nano Base,49000,2010,60000,Petrol,Manual,Gurgaon,White,First,Individual,624 cc,35@5250,48@3000,RWD,3099.0,1495.0,1652.0,4.0,15.0
676,Mercedes-Benz,SLK-Class SLK 200 K,2400000,2010,34105,Petrol,Automatic,Mumbai,Grey,First,Individual,1796 cc,165@5500,240@3000,RWD,4082.0,1777.0,1297.0,2.0,70.0
689,MG,Astor Sharp 1.5 CVT,1764999,2021,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323.0,1809.0,1650.0,5.0,48.0
812,Mahindra,Scorpio S3 2WD 7 STR,1121000,2019,38000,Diesel,Manual,Patna,White,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,7.0,60.0
1216,Maruti Suzuki,Ciaz VXi,590000,2015,39000,Petrol,Manual,Delhi,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
1087,BMW,5-Series 530d M Sport [2017-2019],5400000,2017,33000,Diesel,Automatic,Bangalore,White,Second,Individual,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,4936.0,1868.0,1479.0,4.0,78.0
